month,year,month_number,start_date,end_date,bank_name,no_atms_on_site,no_atms_off_site,no_pos_on_line,no_pos_off_line,no_credit_cards,no_credit_card_atm_txn,no_credit_card_pos_txn,no_credit_card_atm_txn_value_in_mn,no_credit_card_pos_txn_value_in_mn,no_debit_cards,no_debit_card_atm_txn,no_debit_card_pos_txn,no_debit_card_atm_txn_value_in_mn,no_debit_card_pos_txn_value_in_mn
April,2017,4,4/1/2017,4/30/2017,ALLAHABAD BANK,825,389,608,0,0,0,0,0,0,11385423,6203993,1505777,17250.68166,1998.982351
April,2017,4,4/1/2017,4/30/2017,ANDHRA BANK,3113,816,14210,0,169903,8312,328876,39.2,769.9,21832093,11367674,2785346,29760,3421.2
April,2017,4,4/1/2017,4/30/2017,BANK OF BARODA,6307,4212,91863,0,132768,6337,356634,22.19854975,1042.953766,44732042,15121682,8391734,66622.00996,9684.416343
April,2017,4,4/1/2017,4/30/2017,BANK OF INDIA,3487,4230,21151,0,145860,11565,193142,62.58074471,481.127713,47655682,26705533,7428242,58887.28454,8194.946552
April,2017,4,4/1/2017,4/30/2017,BANK OF MAHARASHTRA,1291,588,1002,0,0,0,0,0,0,6513165,5251298,2077018,20283.54076,2894.972366
April,2017,4,4/1/2017,4/30/2017,CANARA BANK,5397,5142,12201,0,214874,27163,409797,123.0013231,822.6324499,34526960,16528473,7875214,69951.42713,11023.42199
April,2017,4,4/1/2017,4/30/2017,CENTRAL BANK OF INDIA,3482,1810,2347,0,112601,2873,155344,14.66091376,342.1043217,24621985,9628241,3504219,42016.48041,4844.843125
April,2017,4,4/1/2017,4/30/2017,CORPORATION BANK,2315,861,114360,0,97029,1866,145119,8.82587412,348.7993626,11636410,5289245,3521171,22733.1171,4392.722224
April,2017,4,4/1/2017,4/30/2017,DENA BANK,1290,248,4979,0,0,0,0,0,0,7023866,2211982,733674,9209.514477,951.6807816
April,2017,4,4/1/2017,4/30/2017,INDIAN BANK,2568,657,11044,0,82656,2641,145215,15.5,318,17762656,24779009,5146258,41293.3,5242
April,2017,4,4/1/2017,4/30/2017,INDIAN OVERSEAS BANK,2636,893,13178,0,43550,508,61453,2.129569,166.057091,16200877,11724767,2193739,34958.44283,7509.111289
April,2017,4,4/1/2017,4/30/2017,ORIENTAL BANK OF COMMERCE,2291,320,7131,0,0,0,0,0,0,10471291,4397936,1663653,19653.101,2346.142
April,2017,4,4/1/2017,4/30/2017,PUNJAB AND SIND BANK,1050,190,0,0,0,0,0,0,0,2635067,851294,284774,3628.608333,485.6855245
April,2017,4,4/1/2017,4/30/2017,PUNJAB NATIONAL BANK,6076,4754,41173,0,267285,7622,341365,31.56062375,702.7233023,55730402,21287190,11078625,98972.69983,14451.2
April,2017,4,4/1/2017,4/30/2017,SYNDICATE BANK,3605,402,5536,0,74399,2410,121873,10.6656436,250.3106654,14551418,10674191,2991355,29177.11121,3687.140909
April,2017,4,4/1/2017,4/30/2017,UCO BANK,2218,568,5656,0,0,0,0,0,0,10386803,4707994,2023162,18988.9,2719.8
April,2017,4,4/1/2017,4/30/2017,UNION BANK OF INDIA,4504,3037,45006,0,184213,2228,145447,10.45747038,740.8975858,19576745,17506995,6026642,54847.40869,7245.101079
April,2017,4,4/1/2017,4/30/2017,UNITED BANK OF INDIA,1133,995,1556,0,0,0,0,0,0,10427420,5765309,1254181,21433.03462,1534.459824
April,2017,4,4/1/2017,4/30/2017,VIJAYA BANK,1649,367,6003,0,49851,8175,107401,39.88792229,324.6453785,5920352,5020559,1571761,15574.93004,2463.475252
April,2017,4,4/1/2017,4/30/2017,IDBI LTD,1823,1714,35745,0,22763,723,89781,3.7,204.7,10691727,7927104,4274832,36050.7,6402
April,2017,4,4/1/2017,4/30/2017,STATE BANK OF INDIA,29254,29544,619026,0,4680725,87077,14723747,370.878623,49485.25868,262646087,326949447,83277547,897964.4422,117207.2894
April,2017,4,4/1/2017,4/30/2017,AXIS BANK LTD,3182,11003,453234,0,3424815,54676,9619367,207.160068,29789.95172,20354440,20828825,18540154,103858.9636,26804.58752
April,2017,4,4/1/2017,4/30/2017,BANDHAN BANK,297,0,6793,0,0,0,0,0,0,9542953,3795321,319141,10232.4,462.9
April,2017,4,4/1/2017,4/30/2017,CATHOLIC SYRIAN BANK LTD,204,58,0,0,0,0,0,0,0,952781,434127,100942,1302.75409,230.4235134
April,2017,4,4/1/2017,4/30/2017,CITY UNION BANK,815,686,9878,0,659,113,2691,0.2098,3.4347617,1651913,1669440,714891,7103.753561,939.3735108
April,2017,4,4/1/2017,4/30/2017,DEVELOPMENT CREDIT BANK,221,298,1479,0,6660,812,15669,4.312637,26.501478,465036,636617,269693,1603.511275,498.507135
April,2017,4,4/1/2017,4/30/2017,DHANALAKSHMI BANK LTD,200,171,1197,0,7492,76,16986,0.3114,36.091599,618660,492014,142344,1600.2501,269.4208756
April,2017,4,4/1/2017,4/30/2017,FEDERAL BANK LTD,1151,517,10827,0,0,0,0,0,0,5630778,4222133,2278613,20453.44356,3691.764829
April,2017,4,4/1/2017,4/30/2017,HDFC BANK LTD,5830,6504,424276,0,8700982,136622,30991458,749.8252115,97303.01779,23864075,27547659,35178164,138378.0453,48186.60758
April,2017,4,4/1/2017,4/30/2017,ICICI BANK LTD,5042,8618,325467,0,4281528,22740,15109641,85.751597,36769.38542,37008916,26970454,32653690,137594.0267,46716.2004
April,2017,4,4/1/2017,4/30/2017,IDFC BANK LTD,20,1,1115,0,0,0,0,0,0,311585,318736,299952,1134.2,232.4
April,2017,4,4/1/2017,4/30/2017,INDUSIND BANK LTD,888,1162,28780,0,597934,9324,1893388,49.64111571,11347.23596,3377274,2113362,1824783,10065.48919,2643.542376
April,2017,4,4/1/2017,4/30/2017,JAMMU AND KASHMIR BANK,646,456,11280,0,457900,6723,120334,22.00407755,368.5761131,4871952,4576016,138350,20888.89133,423.4012546
April,2017,4,4/1/2017,4/30/2017,KARNATAKA BANK LTD,550,833,11211,0,0,0,0,0,0,3653939,3245555,1786178,13037.3,2305.6
April,2017,4,4/1/2017,4/30/2017,KARUR VYSYA BANK LTD,763,987,22676,0,0,0,0,0,0,4438279,4279539,1947245,18195.22809,2489.713895
April,2017,4,4/1/2017,4/30/2017,KOTAK MAHINDRA BANK LTD,977,1182,0,0,1069528,17063,2469440,75.80452698,7493.647333,5145109,5094198,4896765,18087.97278,6615.492304
April,2017,4,4/1/2017,4/30/2017,RATNAKAR BANK LIMITED,158,224,126478,0,306689,12041,953221,69.0557822,3432.774172,592618,344105,271068,1467.918013,387.6165917
April,2017,4,4/1/2017,4/30/2017,SOUTH INDIAN BANK,762,555,7242,0,0,0,0,0,0,3309680,2232694,1147816,8781.914487,1789.83609
April,2017,4,4/1/2017,4/30/2017,TAMILNAD MERCANTILE BANK LTD,453,618,6217,0,8142,18,12931,0.0322,32.93917828,1062815,3979452,247676,15784.444,503.6555346
April,2017,4,4/1/2017,4/30/2017,THE LAXMI VILAS BANK LTD,374,594,6145,0,0,0,0,0,0,1243308,743269,231121,2948.9,386.361
April,2017,4,4/1/2017,4/30/2017,YES BANK LTD,677,1125,51834,0,104734,2466,307689,10.9528134,873.6008229,1647179,2717373,1806700,9662.359385,2510.942903
April,2017,4,4/1/2017,4/30/2017,AMERICAN EXPRESS,0,0,25821,0,1023205,2842,5180068,18.359618,36815.38864,0,0,0,0,0
April,2017,4,4/1/2017,4/30/2017,BANK OF AMERICA,0,0,0,0,14004,180,30768,1.75132998,175.6288826,0,0,0,0,0
April,2017,4,4/1/2017,4/30/2017,BARCLAYS BANK PLC,0,0,0,0,0,0,0,0,0,3391,189,207,1.39450887,0.98771439
April,2017,4,4/1/2017,4/30/2017,CITI BANK,51,506,28859,0,2539725,39306,17084644,233.050472,38159.20703,1582312,2072916,5001540,8929.891676,8924.252376
April,2017,4,4/1/2017,4/30/2017,DBS BANK,5,25,0,0,0,0,0,0,0,1084664,167687,338423,384.3756017,448.2417857
April,2017,4,4/1/2017,4/30/2017,DEUTSCHE BANK LTD,13,19,0,0,0,0,0,0,0,105812,123385,208651,617.764465,356.037273
April,2017,4,4/1/2017,4/30/2017,FIRSTRAND BANK,0,0,0,0,0,0,0,0,0,0,0,0,0,0
April,2017,4,4/1/2017,4/30/2017,HONGKONG AND SHANGHAI BKG CORPN,44,54,0,0,444878,3237,1211095,24.446687,3768.412785,433330,313327,613877,1635.052469,1186.812541
April,2017,4,4/1/2017,4/30/2017,ROYAL BANK OF SCOTLAND N V,0,0,0,0,0,0,0,0,0,0,0,0,0,0
April,2017,4,4/1/2017,4/30/2017,STANDARD CHARTERED BANK LTD,103,140,0,0,1106750,3972,4233487,19.322645,9033.132269,914147,1502782,2271664,5588.777677,2866.885683
May,2017,5,5/1/2017,5/31/2017,ALLAHABAD BANK,826,389,970,0,0,0,0,0,0,11563193,5931011,1512764,16540.87246,2004.416994
May,2017,5,5/1/2017,5/31/2017,ANDHRA BANK,3142,821,14645,0,172857,9833,356526,45.5,854.4,21859294,12191571,2753471,31482.4,3433
May,2017,5,5/1/2017,5/31/2017,BANK OF BARODA,6336,4216,94648,0,133654,6036,353567,21.74886629,821.2027799,45828457,15117353,8759975,65557.16111,9801.417825
May,2017,5,5/1/2017,5/31/2017,BANK OF INDIA,3483,4234,23907,0,153285,12938,215531,71.324803,557.0890552,48205776,26946321,7281244,57695.83309,8073.155345
May,2017,5,5/1/2017,5/31/2017,BANK OF MAHARASHTRA,1289,591,1022,0,0,0,0,0,0,6571513,5047456,3378210,19475.50356,3963.721386
May,2017,5,5/1/2017,5/31/2017,CANARA BANK,5429,5140,14023,0,215699,34319,533417,162.6414734,1074.968179,36369181,17104705,7816552,71290.92236,10961.21929
May,2017,5,5/1/2017,5/31/2017,CENTRAL BANK OF INDIA,3468,1803,2868,0,112389,2732,159590,13.71525189,362.185129,24943863,9539188,3529983,40895.9243,4948.976392
May,2017,5,5/1/2017,5/31/2017,CORPORATION BANK,2316,862,126381,0,97850,1915,158885,8.95373719,389.4114473,11707748,5354450,3486451,22870.5506,4312.007178
May,2017,5,5/1/2017,5/31/2017,DENA BANK,1290,248,4926,0,0,0,0,0,0,7728592,1651283,656484,6445.093331,1009.876577
May,2017,5,5/1/2017,5/31/2017,INDIAN BANK,2454,613,12358,0,81217,2957,148238,17,326.5,17941522,22974978,5053113,43249.9,5465
May,2017,5,5/1/2017,5/31/2017,INDIAN OVERSEAS BANK,2618,886,13877,0,43710,581,85402,2.273476,209.536692,16300633,12289007,3744708,37452.44067,9954.763789
May,2017,5,5/1/2017,5/31/2017,ORIENTAL BANK OF COMMERCE,2291,317,7589,0,0,0,0,0,0,10521065,4501407,2471421,19734.105,2996.333
May,2017,5,5/1/2017,5/31/2017,PUNJAB AND SIND BANK,1072,188,0,0,0,0,0,0,0,2672616,894006,278167,3773.412053,463.7909887
May,2017,5,5/1/2017,5/31/2017,PUNJAB NATIONAL BANK,6089,4701,36675,0,269599,8658,366985,36.28480065,768.1708541,56165093,21369435,10622846,97140.95585,13951.58216
May,2017,5,5/1/2017,5/31/2017,SYNDICATE BANK,3627,404,7641,0,75080,2784,134633,12.0463495,291.9112989,13856415,10701792,3157409,29334.91088,4158.6
May,2017,5,5/1/2017,5/31/2017,UCO BANK,2237,570,6099,0,0,0,0,0,0,10451886,4740930,1955885,18695.86587,2657.691493
May,2017,5,5/1/2017,5/31/2017,UNION BANK OF INDIA,4527,3038,45518,0,187337,2581,161053,12.3062172,772.3341377,19890545,16886819,6090486,53871.12388,7302.8
May,2017,5,5/1/2017,5/31/2017,UNITED BANK OF INDIA,995,1043,1762,0,0,0,0,0,0,10465415,5552693,1163912,20861.13464,1589.35202
May,2017,5,5/1/2017,5/31/2017,VIJAYA BANK,1649,381,6814,0,49484,7795,117437,37.024816,369.0275522,5996998,5024201,1540602,15851.60027,2402.56967
May,2017,5,5/1/2017,5/31/2017,IDBI LTD,2150,1648,35618,0,23302,821,95713,4.02481019,213.6065393,10741384,7925387,4340064,35621.37685,6496.164046
May,2017,5,5/1/2017,5/31/2017,STATE BANK OF INDIA,29150,29917,594037,0,4807860,98169,16002036,403.0143225,55724.88679,264888637,320809290,79695542,894155.4755,114597.0066
May,2017,5,5/1/2017,5/31/2017,AXIS BANK LTD,3234,11110,459242,0,3469177,62321,10507320,233.654189,32189.0356,20625087,22169040,18159561,102981.1519,26147.48635
May,2017,5,5/1/2017,5/31/2017,BANDHAN BANK,372,0,8358,0,0,0,0,0,0,9737585,3101457,316064,7488.085711,449.4613426
May,2017,5,5/1/2017,5/31/2017,CATHOLIC SYRIAN BANK LTD,202,60,0,0,0,0,0,0,0,966862,441486,121356,1394.853974,255.0960411
May,2017,5,5/1/2017,5/31/2017,CITY UNION BANK,824,684,10087,0,786,74,2790,0.1549,3.73819945,1668539,1769327,715704,7650.071226,937.8581803
May,2017,5,5/1/2017,5/31/2017,DEVELOPMENT CREDIT BANK,228,267,1585,0,6681,973,16844,5.021159,29.060334,480568,640942,266254,1675.325094,509.520236
May,2017,5,5/1/2017,5/31/2017,DHANALAKSHMI BANK LTD,200,171,1253,0,7502,73,16470,0.3374,36.208558,651915,504082,207948,1680.363475,319.2256108
May,2017,5,5/1/2017,5/31/2017,FEDERAL BANK LTD,1154,519,11380,0,0,0,0,0,0,5698072,4592244,2243178,22812.87413,3611.855572
May,2017,5,5/1/2017,5/31/2017,HDFC BANK LTD,5841,6399,422758,0,8840919,152128,33003678,825.9480546,104708.5359,24079920,27915404,34060320,138407.5219,46579.6307
May,2017,5,5/1/2017,5/31/2017,ICICI BANK LTD,5102,8620,334438,0,4310531,25694,16057746,94.747149,41169.18479,37160980,27248910,31581525,135939.0584,44882.92188
May,2017,5,5/1/2017,5/31/2017,IDFC BANK LTD,20,1,1184,0,0,0,0,0,0,351530,450030,356558,1273.265423,248.316663
May,2017,5,5/1/2017,5/31/2017,INDUSIND BANK LTD,896,1174,29466,0,615933,9611,2032311,50.17147887,11616.52143,3430363,2188611,1812606,10013.07708,2674.037508
May,2017,5,5/1/2017,5/31/2017,JAMMU AND KASHMIR BANK,651,464,11796,0,458469,6814,127790,22.67025361,418.5831584,4906798,4825147,124986,21827.4084,364.3261279
May,2017,5,5/1/2017,5/31/2017,KARNATAKA BANK LTD,555,845,11872,0,0,0,0,0,0,3749603,3344580,1723298,13271.8,2242.5
May,2017,5,5/1/2017,5/31/2017,KARUR VYSYA BANK LTD,765,983,23936,0,0,0,0,0,0,4474597,4454349,1796017,19087.27999,2285.980364
May,2017,5,5/1/2017,5/31/2017,KOTAK MAHINDRA BANK LTD,984,1182,0,0,1087905,23202,2617507,101.4913542,7911.645015,5382764,4328859,4785548,18318.81332,6477.78653
May,2017,5,5/1/2017,5/31/2017,RATNAKAR BANK LIMITED,163,224,178466,0,331762,14912,1129982,81.9837,4259.800272,619044,354086,266140,1443.117561,378.9505507
May,2017,5,5/1/2017,5/31/2017,SOUTH INDIAN BANK,759,554,7541,0,0,0,0,0,0,3391803,2347099,1116035,9442.224079,1750.314657
May,2017,5,5/1/2017,5/31/2017,TAMILNAD MERCANTILE BANK LTD,455,636,6031,0,8675,25,15149,0.0263,40.186378,1061440,4487220,471215,18007.713,589.6839849
May,2017,5,5/1/2017,5/31/2017,THE LAXMI VILAS BANK LTD,377,596,6709,0,0,0,0,0,0,1256946,760664,224679,3026.8,372.9699
May,2017,5,5/1/2017,5/31/2017,YES BANK LTD,680,1116,59510,0,115750,3110,381311,14.59875903,1057.99058,1688720,2790839,1806098,9788.341805,2503.963518
May,2017,5,5/1/2017,5/31/2017,AMERICAN EXPRESS,0,0,26907,0,1037797,3063,5104487,19.7607,36571.91966,0,0,0,0,0
May,2017,5,5/1/2017,5/31/2017,BANK OF AMERICA,0,0,0,0,15114,199,43903,1.82177733,294.6214644,0,0,0,0,0
May,2017,5,5/1/2017,5/31/2017,BARCLAYS BANK PLC,0,0,0,0,0,0,0,0,0,3380,202,179,1.57706831,0.65349934
May,2017,5,5/1/2017,5/31/2017,CITI BANK,51,506,29089,0,2554120,43604,19391617,257.921021,44179.97615,1585669,2006810,5013089,8258.946412,9100.478638
May,2017,5,5/1/2017,5/31/2017,DBS BANK,5,25,0,0,0,0,0,0,0,1238161,203362,338455,437.9719575,361.9181705
May,2017,5,5/1/2017,5/31/2017,DEUTSCHE BANK LTD,13,19,0,0,0,0,0,0,0,107573,122146,202565,595.666817,334.705214
May,2017,5,5/1/2017,5/31/2017,HONGKONG AND SHANGHAI BKG CORPN,44,54,0,0,450252,3591,1359635,27.01365,4189.558392,435518,317622,599110,1585.622396,1106.032551
May,2017,5,5/1/2017,5/31/2017,STANDARD CHARTERED BANK LTD,103,141,0,0,1121540,4887,4632939,23.8468,9995.04144,934302,1553889,2247910,5512.269555,2748.810658
June,2017,6,6/1/2017,6/30/2017,ALLAHABAD BANK,810,282,1454,0,0,0,0,0,0,11663532,6961613,1486092,16854.01667,2034.770863
June,2017,6,6/1/2017,6/30/2017,ANDHRA BANK,3131,797,14885,0,177912,10491,338484,49.6,834.7,21898234,12784841,2451950,34174.5,3341
June,2017,6,6/1/2017,6/30/2017,BANK OF BARODA,6363,4200,98065,0,134129,6395,340481,23.99374279,839.5555976,46654860,15705599,8578362,67727.6403,9908.683043
June,2017,6,6/1/2017,6/30/2017,BANK OF INDIA,3483,4234,25868,0,157816,13618,204364,75.245753,530.7900347,48660894,26017270,6998363,58363.41476,7871.131838
June,2017,6,6/1/2017,6/30/2017,BANK OF MAHARASHTRA,1291,591,1022,0,0,0,0,0,0,6676547,5365042,3110223,20764.00644,4363.259876
June,2017,6,6/1/2017,6/30/2017,CANARA BANK,5427,5132,14925,0,217697,32479,488112,155.4207558,996.6550686,36947143,17543150,7507506,74105.3448,11155.38556
June,2017,6,6/1/2017,6/30/2017,CENTRAL BANK OF INDIA,3478,1789,3069,0,112125,2795,150777,13.80738635,345.9559104,25293231,9704870,3307510,41364.77607,4827.45418
June,2017,6,6/1/2017,6/30/2017,CORPORATION BANK,2325,864,143374,0,98652,2107,145213,10.04806619,365.9926826,11675920,5022337,3300817,21280.9878,4178.069513
June,2017,6,6/1/2017,6/30/2017,DENA BANK,1290,248,5283,0,0,0,0,0,0,7821421,2244560,810525,9103.219605,1229.860282
June,2017,6,6/1/2017,6/30/2017,INDIAN BANK,2479,603,13906,0,80222,2897,139093,16,314.9,18129128,23025474,4772208,43918.8,5379.8
June,2017,6,6/1/2017,6/30/2017,INDIAN OVERSEAS BANK,2610,876,14728,0,43996,549,81936,2.224209,207.367417,16529831,12176391,3178435,38355.21191,8979.471682
June,2017,6,6/1/2017,6/30/2017,ORIENTAL BANK OF COMMERCE,2290,317,8080,0,0,0,0,0,0,10571656,4475055,2323003,19741.498,3001.699
June,2017,6,6/1/2017,6/30/2017,PUNJAB AND SIND BANK,1073,188,5,0,0,0,0,0,0,2701553,901983,256582,3799.801469,454.4336467
June,2017,6,6/1/2017,6/30/2017,PUNJAB NATIONAL BANK,5984,4518,38960,0,271769,9422,541429,38.38978819,1140.938711,56589625,21538249,10330770,98530.35379,14394.17544
June,2017,6,6/1/2017,6/30/2017,SYNDICATE BANK,3645,404,8027,0,75495,2994,124603,13.259639,271.877839,14806448,10838885,3245626,30069.13093,3808.12443
June,2017,6,6/1/2017,6/30/2017,UCO BANK,2252,569,6084,0,0,0,0,0,0,10596678,4709807,1855436,18728.86065,2713.546489
June,2017,6,6/1/2017,6/30/2017,UNION BANK OF INDIA,4537,3037,47846,0,189511,2835,152015,13.717008,838.3651377,20110847,16765479,5779079,54206.16227,6925.633787
June,2017,6,6/1/2017,6/30/2017,UNITED BANK OF INDIA,1028,1087,1933,0,0,0,0,0,0,10560917,5685599,1181119,21931.68219,1749.919372
June,2017,6,6/1/2017,6/30/2017,VIJAYA BANK,1682,362,7031,0,48868,7960,114912,39.59127838,318.3614362,6073479,5077689,1463468,16138.44633,2356.088167
June,2017,6,6/1/2017,6/30/2017,IDBI LTD,2168,1656,35778,0,24066,795,90962,3.91729551,210.8924283,10794333,8113130,4704704,35527.69315,6408.976253
June,2017,6,6/1/2017,6/30/2017,STATE BANK OF INDIA,28981,30310,605535,0,4932698,99015,15517077,400.8670201,60048.8464,265434590,327674875,76443770,948792.6371,117213.4829
June,2017,6,6/1/2017,6/30/2017,AXIS BANK LTD,3235,11076,467237,0,3522188,60448,9957826,235.182601,32544.40265,20918112,21459682,17537249,103766.5255,26649.5819
June,2017,6,6/1/2017,6/30/2017,BANDHAN BANK,380,0,10786,0,0,0,0,0,0,9809145,3115166,321651,7668.912913,480.9223102
June,2017,6,6/1/2017,6/30/2017,CATHOLIC SYRIAN BANK LTD,202,60,0,0,0,0,0,0,0,978872,445119,115946,1428.260036,256.6864995
June,2017,6,6/1/2017,6/30/2017,CITY UNION BANK,833,682,10101,0,1331,179,4037,0.2837,6.55047381,1677507,1781311,656293,7970.070644,932.739082
June,2017,6,6/1/2017,6/30/2017,DEVELOPMENT CREDIT BANK,238,266,1673,0,14856,1044,50955,5.33608,39.86658,491224,642041,249336,1805.378416,491.689094
June,2017,6,6/1/2017,6/30/2017,DHANALAKSHMI BANK LTD,200,171,1285,0,7524,65,15785,0.276913,32.440745,663053,493157,195272,1676.042848,298.8179276
June,2017,6,6/1/2017,6/30/2017,FEDERAL BANK LTD,1179,499,11559,0,0,0,0,0,0,5767431,4655922,2137563,23667.6204,3544.703533
June,2017,6,6/1/2017,6/30/2017,HDFC BANK LTD,5845,6375,423268,0,9037897,157467,31393576,856.4456546,100785.1321,24307355,28559485,32987781,144751.5357,47218.10907
June,2017,6,6/1/2017,6/30/2017,ICICI BANK LTD,5141,8639,336697,0,4346246,25625,15083414,95.069641,39753.39476,37574855,28018533,30667782,141117.8969,45716.83158
June,2017,6,6/1/2017,6/30/2017,IDFC BANK LTD,20,1,1277,0,0,0,0,0,0,396208,537681,383407,1479.128568,270.872845
June,2017,6,6/1/2017,6/30/2017,INDUSIND BANK LTD,1177,913,26659,0,634257,9940,2004620,52.23437467,11503.00322,3468802,2256777,1719491,10395.01698,2671.423497
June,2017,6,6/1/2017,6/30/2017,JAMMU AND KASHMIR BANK,654,465,12130,0,456074,5445,121961,18.91901078,432.2832163,4578016,4913791,126728,24669.17776,381.1060706
June,2017,6,6/1/2017,6/30/2017,KARNATAKA BANK LTD,556,841,11915,0,0,0,0,0,0,3805645,3481268,1649661,13691,2139.9
June,2017,6,6/1/2017,6/30/2017,KARUR VYSYA BANK LTD,764,986,23929,0,0,0,0,0,0,4502772,4675496,1740295,20281.25048,2338.22243
June,2017,6,6/1/2017,6/30/2017,KOTAK MAHINDRA BANK LTD,990,1183,0,0,1120696,26137,2600495,116.1920443,8089.471896,5711905,5463721,4646223,20089.21571,6616.502134
June,2017,6,6/1/2017,6/30/2017,RATNAKAR BANK LIMITED,166,221,201277,0,362824,18101,1129439,99.2715687,4306.411505,642246,383255,263044,1540.482758,378.2199245
June,2017,6,6/1/2017,6/30/2017,SOUTH INDIAN BANK,744,559,7925,0,0,0,0,0,0,3532973,2368543,1082002,9647.306136,1740.068645
June,2017,6,6/1/2017,6/30/2017,TAMILNAD MERCANTILE BANK LTD,458,643,5976,0,10088,79,17512,0.0623,45.24103582,1061440,4217517,289113,17372.6287,539.5918162
June,2017,6,6/1/2017,6/30/2017,THE LAXMI VILAS BANK LTD,382,597,6757,0,0,0,0,0,0,1280096,787162,206394,3222.3,349.1501
June,2017,6,6/1/2017,6/30/2017,YES BANK LTD,681,1115,62962,0,128735,3244,403123,14.44394898,1144.164136,1738580,2816828,1789492,10148.11862,2557.70142
June,2017,6,6/1/2017,6/30/2017,AMERICAN EXPRESS,0,0,28256,0,1049958,2872,5027041,18.9543,34565.04752,0,0,0,0,0
June,2017,6,6/1/2017,6/30/2017,BANK OF AMERICA,0,0,0,0,15316,247,46743,2.19876559,294.3537617,0,0,0,0,0
June,2017,6,6/1/2017,6/30/2017,BARCLAYS BANK PLC,0,0,0,0,0,0,0,0,0,3372,146,146,1.17158424,0.48427768
June,2017,6,6/1/2017,6/30/2017,CITI BANK,48,503,29422,0,2566205,41592,17796907,251.113701,40364.37772,1592335,2096797,4682373,8679.747228,8472.255403
June,2017,6,6/1/2017,6/30/2017,DBS BANK,5,24,0,0,0,0,0,0,0,1338323,236336,344764,507.947051,356.7490419
June,2017,6,6/1/2017,6/30/2017,DEUTSCHE BANK LTD,13,18,0,0,0,0,0,0,0,109479,122323,192175,601.592389,326.049203
June,2017,6,6/1/2017,6/30/2017,HONGKONG AND SHANGHAI BKG CORPN,44,54,0,0,501500,3505,1251980,26.456134,3952.741012,448426,312385,555791,1539.134233,1048.75258
June,2017,6,6/1/2017,6/30/2017,STANDARD CHARTERED BANK LTD,103,137,0,0,1137061,4650,4136578,22.348842,9708.169599,952842,1633611,2205220,5732.51323,2832.362894
July,2017,7,7/1/2017,7/31/2017,ALLAHABAD BANK,811,281,1683,0,0,0,0,0,0,11772809,7246946,1727947,16903.79102,1832.028111
July,2017,7,7/1/2017,7/31/2017,ANDHRA BANK,3172,799,15000,0,181880,11660,331296,56.3,805.6,22023311,11566381,2357247,35058.5,3034.1
July,2017,7,7/1/2017,7/31/2017,BANK OF BARODA,6373,3849,101758,0,134507,6553,334177,23.9975276,751.9840961,47498221,16762312,9020195,68809.71349,9142.460681
July,2017,7,7/1/2017,7/31/2017,BANK OF INDIA,3483,4234,38730,0,170797,15847,204545,85.1178621,520.7160007,49184280,26834825,6995449,58419.80358,7222.675906
July,2017,7,7/1/2017,7/31/2017,BANK OF MAHARASHTRA,1291,591,1022,0,0,0,0,0,0,6750965,5817914,2992128,21125.5761,4449.022909
July,2017,7,7/1/2017,7/31/2017,CANARA BANK,5614,5099,15767,0,218691,35330,476816,165.6467884,951.9296942,37416362,17853937,7206884,72224.58461,9678.919723
July,2017,7,7/1/2017,7/31/2017,CENTRAL BANK OF INDIA,3485,1784,3680,0,111907,2842,141448,13.606839,306.322628,25701774,10297294,3210616,41793.04042,4317.380015
July,2017,7,7/1/2017,7/31/2017,CORPORATION BANK,2324,861,139276,0,99606,2135,141189,9.96734258,334.5315496,11763746,5093686,3185266,20758.9962,3747.028357
July,2017,7,7/1/2017,7/31/2017,DENA BANK,1313,266,5447,0,0,0,0,0,0,7913927,3148006,1209746,12005.15713,1426.486308
July,2017,7,7/1/2017,7/31/2017,INDIAN BANK,2504,605,13376,0,80970,2842,135920,14.9,279.7,16864080,25021317,4752490,44445.5,4754.6
